student_id,level,attempt
TRL_abc,Level 4,0
TRL_abc,Level 2,1
TRL_abc,Level 4,1
TRL_abc,Level 1,1
TRL_abc,Level 4,1
TRL_abc,Level 4,1
TRL_abc,Level 4,1
TRL_abc,Level 1,1
TRL_abc,Level 3,1
TRL_abc,Level 2,1
TRL_abc,Level 2,0
TRL_abc,Level 4,1
TRL_abc,Level 1,1
TRL_abc,Level 4,1
TRL_abc,Level 4,1
TRL_abc,Level 1,1
TRL_abc,Level 3,1
TRL_abc,Level 4,0
TRL_abc,Level 4,0
TRL_abc,Level 4,1
TRL_abc,Level 4,0
TRL_abc,Level 4,0
TRL_abc,Level 1,1
TRL_abc,Level 3,1
TRL_abc,Level 3,1
TRL_abc,Level 4,1
TRL_abc,Level 3,1
TRL_abc,Level 1,1
TRL_abc,Level 3,0
TRL_abc,Level 1,1
TRL_abc,Level 1,1
TRL_abc,Level 2,1
TRL_abc,Level 4,1
TRL_abc,Level 3,0
TRL_abc,Level 3,0
TRL_abc,Level 4,1
TRL_abc,Level 2,1
TRL_abc,Level 3,0
TRL_abc,Level 2,1
TRL_abc,Level 3,1
TRL_abc,Level 3,0
TRL_abc,Level 4,0
TRL_abc,Level 4,1
TRL_abc,Level 2,0
TRL_abc,Level 1,1
TRL_abc,Level 4,1
TRL_abc,Level 3,1
TRL_abc,Level 4,0
TRL_abc,Level 4,1
TRL_abc,Level 4,1
TRL_abc,Level 1,0
TRL_abc,Level 4,1
TRL_abc,Level 4,1
TRL_abc,Level 1,1
TRL_abc,Level 4,0
TRL_abc,Level 2,1
TRL_abc,Level 4,0
TRL_abc,Level 2,1
TRL_abc,Level 4,0
TRL_abc,Level 2,1
TRL_abc,Level 2,1
TRL_abc,Level 4,0
TRL_abc,Level 4,1
TRL_abc,Level 4,1
TRL_abc,Level 4,1
TRL_abc,Level 4,1
TRL_abc,Level 4,0
TRL_abc,Level 2,1
TRL_abc,Level 4,0
TRL_abc,Level 2,1
TRL_abc,Level 3,1
TRL_abc,Level 3,1
TRL_xyz,Level 3,1
TRL_xyz,Level 3,1
TRL_xyz,Level 2,1
TRL_xyz,Level 2,1
TRL_xyz,Level 1,1
TRL_xyz,Level 4,0
TRL_xyz,Level 1,1
TRL_xyz,Level 1,1
TRL_xyz,Level 4,1
TRL_xyz,Level 4,1
TRL_xyz,Level 3,1
TRL_xyz,Level 2,1
TRL_xyz,Level 1,1
TRL_xyz,Level 2,1
TRL_xyz,Level 4,0
TRL_xyz,Level 4,1
TRL_xyz,Level 4,1
TRL_xyz,Level 4,1
TRL_xyz,Level 2,1
TRL_xyz,Level 1,1
TRL_xyz,Level 3,1
TRL_xyz,Level 2,1
TRL_xyz,Level 1,1
TRL_xyz,Level 4,1
TRL_xyz,Level 3,1
TRL_xyz,Level 4,1
TRL_xyz,Level 1,1
TRL_xyz,Level 1,1
TRL_xyz,Level 2,1
TRL_xyz,Level 2,1
TRL_xyz,Level 3,1
TRL_xyz,Level 4,1
TRL_xyz,Level 1,1
TRL_xyz,Level 4,1
TRL_xyz,Level 3,1
TRL_xyz,Level 1,1
TRL_xyz,Level 3,1
TRL_xyz,Level 1,1
TRL_xyz,Level 1,1
TRL_xyz,Level 4,1
TRL_xyz,Level 2,1
TRL_xyz,Level 3,1
TRL_xyz,Level 1,1
TRL_xyz,Level 3,1
TRL_xyz,Level 3,1
TRL_xyz,Level 4,1
TRL_xyz,Level 3,1
TRL_xyz,Level 4,1
TRL_xyz,Level 3,1
TRL_xyz,Level 4,0
TRL_xyz,Level 3,1
TRL_xyz,Level 2,1
TRL_xyz,Level 2,1
TRL_xyz,Level 1,0
TRL_xyz,Level 4,1
TRL_xyz,Level 3,1
TRL_xyz,Level 2,1
TRL_xyz,Level 2,1
TRL_xyz,Level 4,1
TRL_xyz,Level 1,1
TRL_xyz,Level 4,1
TRL_xyz,Level 2,1
TRL_xyz,Level 2,1
TRL_xyz,Level 1,1
TRL_zet,Level 1,1
TRL_zet,Level 2,0
TRL_zet,Level 4,1
TRL_zet,Level 4,0
TRL_zet,Level 3,1
TRL_zet,Level 4,0
TRL_zet,Level 4,0
TRL_zet,Level 1,1
TRL_zet,Level 4,1
TRL_zet,Level 2,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 1,1
TRL_zet,Level 3,0
TRL_zet,Level 2,1
TRL_zet,Level 4,1
TRL_zet,Level 4,0
TRL_zet,Level 1,1
TRL_zet,Level 4,0
TRL_zet,Level 1,1
TRL_zet,Level 3,1
TRL_zet,Level 4,1
TRL_zet,Level 2,1
TRL_zet,Level 2,0
TRL_zet,Level 4,1
TRL_zet,Level 3,1
TRL_zet,Level 2,1
TRL_zet,Level 2,1
TRL_zet,Level 4,1
TRL_zet,Level 1,1
TRL_zet,Level 2,0
TRL_zet,Level 3,1
TRL_zet,Level 4,0
TRL_zet,Level 1,1
TRL_zet,Level 3,0
TRL_zet,Level 4,0
TRL_zet,Level 1,1
TRL_zet,Level 2,1
TRL_zet,Level 3,1
TRL_zet,Level 4,0
TRL_zet,Level 1,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 4,0
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 2,1
TRL_zet,Level 2,1
TRL_zet,Level 4,1
TRL_zet,Level 2,1
TRL_zet,Level 4,1
TRL_zet,Level 3,1
TRL_zet,Level 2,1
TRL_zet,Level 1,1
TRL_zet,Level 1,1
TRL_zet,Level 4,1
TRL_zet,Level 3,1
TRL_zet,Level 3,1
TRL_zet,Level 4,0
TRL_zet,Level 4,1
TRL_zet,Level 1,0
TRL_zet,Level 2,1
TRL_zet,Level 1,1
TRL_zet,Level 1,1
TRL_zet,Level 3,0
TRL_zet,Level 1,1
TRL_zet,Level 4,0
TRL_zet,Level 3,1
TRL_zet,Level 3,0
TRL_zet,Level 1,1
TRL_zet,Level 1,1
TRL_zet,Level 4,1
TRL_zet,Level 4,0
TRL_zet,Level 3,1
TRL_zet,Level 4,1
TRL_zet,Level 1,1
TRL_zet,Level 3,0
TRL_zet,Level 3,1
TRL_zet,Level 4,1
TRL_zet,Level 3,1
TRL_zet,Level 1,0
TRL_zet,Level 4,1
TRL_zet,Level 3,1
TRL_zet,Level 4,1
TRL_zet,Level 2,1
TRL_zet,Level 3,1
TRL_zet,Level 2,1
TRL_zet,Level 1,1
TRL_zet,Level 2,1
TRL_zet,Level 3,0
TRL_zet,Level 1,1
TRL_zet,Level 1,0
TRL_zet,Level 4,1
TRL_zet,Level 3,0
TRL_zet,Level 2,1
TRL_zet,Level 3,1
TRL_zet,Level 3,1
TRL_zet,Level 2,1
TRL_zet,Level 4,0
TRL_zet,Level 1,1
TRL_zet,Level 1,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 4,0
TRL_zet,Level 3,1
TRL_zet,Level 1,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 2,1
TRL_zet,Level 4,0
TRL_zet,Level 4,0
TRL_zet,Level 1,0
TRL_zet,Level 1,0
TRL_zet,Level 3,1
TRL_zet,Level 2,1
TRL_zet,Level 4,1
TRL_zet,Level 2,1
TRL_zet,Level 4,1
TRL_zet,Level 2,1
TRL_zet,Level 3,1
TRL_zet,Level 4,1
TRL_zet,Level 3,1
TRL_zet,Level 4,1
TRL_zet,Level 2,0
TRL_zet,Level 1,1
TRL_zet,Level 2,1
TRL_zet,Level 4,0
TRL_zet,Level 1,1
TRL_zet,Level 2,1
TRL_zet,Level 2,1
TRL_zet,Level 4,0
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 4,0
TRL_zet,Level 2,1
TRL_zet,Level 2,1
TRL_zet,Level 1,1
TRL_zet,Level 4,1
TRL_zet,Level 3,0
TRL_zet,Level 4,1
TRL_zet,Level 3,1
TRL_zet,Level 1,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 1,1
TRL_zet,Level 4,1
TRL_zet,Level 4,0
TRL_zet,Level 4,0
TRL_zet,Level 2,1
TRL_zet,Level 2,1
TRL_zet,Level 4,1
TRL_zet,Level 2,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 1,1
TRL_zet,Level 2,0
TRL_zet,Level 1,1
TRL_zet,Level 4,1
TRL_zet,Level 1,1
TRL_zet,Level 4,1
TRL_zet,Level 4,0
TRL_zet,Level 4,1
TRL_zet,Level 2,1
TRL_zet,Level 2,0
TRL_zet,Level 1,0
TRL_zet,Level 2,1
TRL_zet,Level 2,1
TRL_zet,Level 4,1
TRL_zet,Level 2,1
TRL_zet,Level 2,1
TRL_zet,Level 2,1
TRL_zet,Level 2,1
TRL_zet,Level 1,1
TRL_zet,Level 4,0
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 3,1
TRL_zet,Level 3,1
TRL_zet,Level 4,1
TRL_zet,Level 2,1
TRL_zet,Level 4,1
TRL_zet,Level 2,1
TRL_zet,Level 4,1
TRL_zet,Level 2,1
TRL_zet,Level 2,1
TRL_zet,Level 2,1
TRL_zet,Level 4,0
TRL_zet,Level 1,0
TRL_zet,Level 4,1
TRL_zet,Level 4,0
TRL_zet,Level 3,0
TRL_zet,Level 4,1
TRL_zet,Level 3,1
TRL_zet,Level 1,1
TRL_zet,Level 1,0
TRL_zet,Level 1,1
TRL_zet,Level 1,1
TRL_zet,Level 4,0
TRL_zet,Level 4,0
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 3,0
TRL_zet,Level 4,1
TRL_zet,Level 3,1
TRL_zet,Level 3,0
TRL_zet,Level 3,0
TRL_zet,Level 3,1
TRL_zet,Level 2,1
TRL_zet,Level 1,1
TRL_zet,Level 3,1
TRL_zet,Level 1,0
TRL_zet,Level 1,1
TRL_zet,Level 4,1
TRL_zet,Level 2,1
TRL_zet,Level 3,1
TRL_zet,Level 4,1
TRL_zet,Level 2,1
TRL_zet,Level 4,1
TRL_zet,Level 4,0
TRL_zet,Level 2,1
TRL_zet,Level 1,1
TRL_zet,Level 1,1
TRL_zet,Level 4,1
TRL_zet,Level 2,0
TRL_zet,Level 3,1
TRL_zet,Level 4,1
TRL_zet,Level 3,1
TRL_zet,Level 3,1
TRL_zet,Level 4,1
TRL_zet,Level 3,1
TRL_zet,Level 3,1
TRL_zet,Level 4,0
TRL_zet,Level 3,1
TRL_zet,Level 4,1
TRL_zet,Level 1,1
TRL_zet,Level 1,0
TRL_zet,Level 1,1
TRL_zet,Level 1,1
TRL_zet,Level 4,0
TRL_zet,Level 4,1
TRL_zet,Level 1,1
TRL_zet,Level 1,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 1,1
TRL_zet,Level 2,1
TRL_zet,Level 2,1
TRL_zet,Level 1,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_123,Level 1,1
TRL_123,Level 4,1
TRL_123,Level 1,1
TRL_123,Level 1,1
TRL_123,Level 1,1
TRL_123,Level 4,1
TRL_123,Level 1,1
TRL_123,Level 4,1
TRL_123,Level 1,1
TRL_123,Level 1,1
TRL_123,Level 1,0
TRL_123,Level 1,1
TRL_123,Level 1,1
TRL_123,Level 4,1
TRL_123,Level 1,1
TRL_123,Level 1,1
TRL_123,Level 1,1
TRL_123,Level 4,1
TRL_123,Level 1,1
TRL_123,Level 1,1
TRL_123,Level 1,1
TRL_imb,Level 4,1
TRL_imb,Level 4,0
TRL_imb,Level 4,1
TRL_imb,Level 1,0
TRL_imb,Level 4,1
TRL_imb,Level 1,0
TRL_imb,Level 3,1
TRL_imb,Level 3,1
TRL_imb,Level 4,1
TRL_imb,Level 4,0
TRL_imb,Level 2,1
TRL_imb,Level 1,1
TRL_imb,Level 2,1
TRL_imb,Level 1,1
TRL_imb,Level 2,1
TRL_imb,Level 2,1
TRL_imb,Level 2,1
TRL_imb,Level 4,1
TRL_imb,Level 4,1
TRL_imb,Level 4,0
TRL_imb,Level 4,1
TRL_imb,Level 3,1
TRL_imb,Level 4,1
TRL_imb,Level 3,1
TRL_imb,Level 4,1
TRL_imb,Level 1,1
TRL_imb,Level 1,1
TRL_imb,Level 2,0
TRL_imb,Level 3,1
TRL_imb,Level 3,1
TRL_imb,Level 1,0
TRL_imb,Level 1,1
TRL_imb,Level 1,1
TRL_imb,Level 3,1
TRL_imb,Level 4,0
TRL_imb,Level 2,1
TRL_imb,Level 1,1
TRL_imb,Level 2,1
TRL_imb,Level 3,1
TRL_imb,Level 4,0
TRL_imb,Level 4,1
TRL_imb,Level 4,0
TRL_imb,Level 1,1
TRL_imb,Level 1,1
TRL_imb,Level 2,0
TRL_imb,Level 1,1
TRL_imb,Level 2,0
TRL_imb,Level 4,0
TRL_imb,Level 4,1
TRL_imb,Level 4,0
TRL_imb,Level 2,1
TRL_imb,Level 3,0
TRL_imb,Level 2,1
TRL_imb,Level 3,1
TRL_imb,Level 3,1
TRL_imb,Level 1,0
TRL_imb,Level 2,1
TRL_imb,Level 4,1
TRL_imb,Level 2,1
TRL_imb,Level 2,1
TRL_imb,Level 3,1
TRL_imb,Level 2,1
TRL_imb,Level 3,1
TRL_imb,Level 1,1
TRL_imb,Level 4,1
TRL_imb,Level 3,0
TRL_imb,Level 2,0
TRL_imb,Level 1,1
TRL_imb,Level 3,1
TRL_imb,Level 4,1
TRL_imb,Level 1,1
TRL_imb,Level 4,1
TRL_imb,Level 3,1
TRL_imb,Level 3,0
TRL_imb,Level 4,0
TRL_imb,Level 1,1
TRL_imb,Level 3,1
TRL_imb,Level 4,1
TRL_imb,Level 2,0
TRL_imb,Level 2,1
TRL_imb,Level 4,0
TRL_imb,Level 4,0
TRL_imb,Level 4,1
TRL_imb,Level 2,1
TRL_imb,Level 2,1
TRL_imb,Level 2,1
TRL_imb,Level 3,0
TRL_imb,Level 3,1
TRL_imb,Level 3,1
TRL_imb,Level 4,1
TRL_imb,Level 4,1
TRL_imb,Level 1,1
TRL_imb,Level 3,1
TRL_imb,Level 1,1
TRL_imb,Level 4,0
TRL_imb,Level 4,1
TRL_imb,Level 4,0
TRL_imb,Level 1,1
TRL_imb,Level 3,1
TRL_imb,Level 4,0
TRL_imb,Level 4,0
TRL_imb,Level 3,1
TRL_imb,Level 2,1
TRL_imb,Level 3,1
TRL_imb,Level 4,1
TRL_imb,Level 3,1
TRL_imb,Level 1,1
TRL_imb,Level 4,0
TRL_imb,Level 3,1
TRL_imb,Level 2,0
TRL_imb,Level 3,1
TRL_imb,Level 3,1
TRL_imb,Level 2,0
TRL_imb,Level 4,1
TRL_imb,Level 3,1
TRL_imb,Level 1,0
TRL_imb,Level 4,1
TRL_imb,Level 2,1
TRL_imb,Level 2,1
TRL_imb,Level 2,1
TRL_imb,Level 4,1
TRL_imb,Level 2,1
TRL_imb,Level 4,1
TRL_imb,Level 2,1
TRL_imb,Level 1,1
TRL_imb,Level 3,1
TRL_imb,Level 3,1
TRL_imb,Level 4,1
TRL_imb,Level 4,1
TRL_imb,Level 3,1
TRL_imb,Level 1,1
TRL_imb,Level 2,1
TRL_imb,Level 3,1
TRL_imb,Level 3,1
TRL_imb,Level 2,0
TRL_imb,Level 1,1
TRL_imb,Level 2,0
TRL_imb,Level 2,0
TRL_imb,Level 4,0
TRL_imb,Level 2,1
TRL_imb,Level 2,1
TRL_imb,Level 4,0
TRL_imb,Level 4,0
TRL_imb,Level 2,1
TRL_imb,Level 2,1
TRL_imb,Level 3,0
TRL_imb,Level 2,1
TRL_imb,Level 3,1
TRL_imb,Level 4,1
TRL_imb,Level 3,1
TRL_imb,Level 3,1
TRL_imb,Level 4,0
TRL_imb,Level 2,1
TRL_imb,Level 2,1
TRL_imb,Level 2,1
TRL_imb,Level 4,0
TRL_imb,Level 4,1
TRL_imb,Level 1,0
TRL_imb,Level 1,1
TRL_imb,Level 2,1
TRL_imb,Level 2,1
TRL_imb,Level 4,0
TRL_imb,Level 4,0
TRL_imb,Level 2,1
TRL_imb,Level 3,0
TRL_imb,Level 1,0
TRL_imb,Level 4,1
TRL_imb,Level 3,1
TRL_imb,Level 2,1
TRL_imb,Level 4,0
TRL_imb,Level 3,1
TRL_imb,Level 2,1
TRL_imb,Level 2,1
TRL_imb,Level 4,0
TRL_imb,Level 4,1
TRL_imb,Level 4,1
TRL_imb,Level 2,1
TRL_imb,Level 3,1
TRL_imb,Level 3,1
TRL_imb,Level 4,1
TRL_imb,Level 1,1
TRL_imb,Level 2,0
TRL_imb,Level 3,1
TRL_imb,Level 3,1
TRL_imb,Level 4,1
TRL_imb,Level 4,0
TRL_imb,Level 4,1
TRL_imb,Level 4,1
TRL_imb,Level 4,1
TRL_imb,Level 1,1
TRL_imb,Level 2,1
TRL_imb,Level 3,0
TRL_imb,Level 3,0
TRL_imb,Level 4,0
TRL_imb,Level 1,0
TRL_imb,Level 1,0
TRL_imb,Level 1,1
TRL_imb,Level 4,0
TRL_imb,Level 4,0
TRL_imb,Level 4,1
TRL_imb,Level 4,0
TRL_rst,Level 3,1
TRL_rst,Level 1,1
TRL_rst,Level 1,1
TRL_rst,Level 1,1
TRL_rst,Level 2,1
TRL_rst,Level 1,1
TRL_rst,Level 3,1
TRL_rst,Level 1,0
TRL_rst,Level 3,1
TRL_rst,Level 1,0
TRL_rst,Level 1,0
TRL_rst,Level 1,1
TRL_rst,Level 4,0
TRL_rst,Level 1,1
TRL_rst,Level 2,1
TRL_rst,Level 1,0
TRL_rst,Level 3,1
TRL_rst,Level 1,1
TRL_rst,Level 1,0
TRL_rst,Level 4,1
TRL_rst,Level 4,1
TRL_rst,Level 1,1
TRL_rst,Level 3,1
TRL_rst,Level 1,1
TRL_rst,Level 2,1
TRL_rst,Level 4,1
TRL_rst,Level 4,1
TRL_rst,Level 1,0
TRL_rst,Level 1,1
TRL_rst,Level 2,1
TRL_rst,Level 2,1
TRL_rst,Level 1,0
TRL_rst,Level 4,0
TRL_rst,Level 1,1
TRL_rst,Level 2,1
TRL_rst,Level 4,1
TRL_rst,Level 1,1
TRL_rst,Level 2,1
TRL_rst,Level 2,1
TRL_rst,Level 4,0
TRL_rst,Level 1,1
TRL_rst,Level 1,1
TRL_rst,Level 1,0
TRL_rst,Level 1,1
TRL_rst,Level 3,1
TRL_rst,Level 1,1
TRL_rst,Level 4,0
TRL_rst,Level 2,0
TRL_rst,Level 3,1
TRL_rst,Level 4,0
TRL_rst,Level 1,1
TRL_rst,Level 1,1
TRL_rst,Level 1,0
TRL_rst,Level 1,1
TRL_rst,Level 1,0
TRL_rst,Level 2,0
TRL_rst,Level 2,0
TRL_rst,Level 4,1
TRL_rst,Level 4,0
TRL_rst,Level 1,1
TRL_rst,Level 4,0
TRL_rst,Level 3,0
TRL_rst,Level 4,1
TRL_rst,Level 1,0
TRL_rst,Level 4,1
TRL_rst,Level 2,1
TRL_rst,Level 3,1
TRL_rst,Level 3,1
TRL_rst,Level 1,1
TRL_rst,Level 3,0
TRL_rst,Level 4,1
TRL_rst,Level 3,1
TRL_rst,Level 4,1
TRL_rst,Level 3,1
TRL_rst,Level 1,0
TRL_rst,Level 3,1
TRL_rst,Level 2,1
TRL_rst,Level 4,0
TRL_rst,Level 1,1
TRL_rst,Level 2,1
TRL_rst,Level 4,1
TRL_rst,Level 3,1
TRL_rst,Level 1,1
TRL_rst,Level 1,1
TRL_rst,Level 4,1
TRL_rst,Level 4,1
TRL_rst,Level 2,1
TRL_rst,Level 1,0
TRL_rst,Level 2,1
TRL_rst,Level 2,0
TRL_rst,Level 4,1
TRL_rst,Level 1,0
TRL_rst,Level 4,1
TRL_rst,Level 4,0
TRL_rst,Level 3,1
TRL_rst,Level 4,1
TRL_rst,Level 1,1
TRL_rst,Level 4,1
TRL_rst,Level 1,0
TRL_rst,Level 1,1
TRL_rst,Level 4,1
TRL_rst,Level 4,1
TRL_rst,Level 3,0
TRL_rst,Level 2,1
TRL_rst,Level 1,0
TRL_rst,Level 4,1
TRL_rst,Level 3,1
TRL_rst,Level 1,0
TRL_rst,Level 2,1
TRL_rst,Level 1,1
TRL_rst,Level 4,1
TRL_rst,Level 1,1
TRL_rst,Level 3,0
TRL_mno,Level 1,0
TRL_mno,Level 2,1
TRL_mno,Level 3,1
TRL_mno,Level 3,1
TRL_mno,Level 2,1
TRL_mno,Level 1,1
TRL_mno,Level 4,1
TRL_mno,Level 4,1
TRL_mno,Level 1,1
TRL_mno,Level 4,1
TRL_mno,Level 1,1
TRL_mno,Level 2,1
TRL_mno,Level 2,1
TRL_mno,Level 1,1
TRL_mno,Level 3,1
TRL_mno,Level 3,0
TRL_mno,Level 2,1
TRL_mno,Level 1,1
TRL_mno,Level 1,0
TRL_mno,Level 4,0
TRL_mno,Level 2,1
TRL_mno,Level 1,1
TRL_mno,Level 4,1
TRL_mno,Level 4,0
TRL_mno,Level 1,0
TRL_mno,Level 3,1
TRL_mno,Level 2,0
TRL_mno,Level 3,1
TRL_mno,Level 4,1
TRL_mno,Level 1,1
TRL_mno,Level 1,0
TRL_mno,Level 2,1
TRL_mno,Level 3,1
TRL_mno,Level 1,1
TRL_mno,Level 1,1
TRL_mno,Level 2,1
TRL_mno,Level 1,1
TRL_mno,Level 2,1
TRL_mno,Level 4,1
TRL_mno,Level 1,0
TRL_mno,Level 1,0
TRL_mno,Level 4,1
TRL_mno,Level 4,1
TRL_mno,Level 4,1
TRL_mno,Level 1,1
TRL_mno,Level 1,1
TRL_mno,Level 3,1
TRL_mno,Level 2,1
TRL_mno,Level 4,1
TRL_mno,Level 4,0
TRL_mno,Level 4,1
TRL_mno,Level 1,1
TRL_mno,Level 2,1
TRL_mno,Level 1,1
TRL_mno,Level 3,0
TRL_mno,Level 4,1
TRL_mno,Level 3,1
TRL_mno,Level 4,1
TRL_mno,Level 2,1
TRL_mno,Level 1,0
TRL_mno,Level 3,0
TRL_mno,Level 1,1
TRL_mno,Level 3,1
TRL_mno,Level 3,1
TRL_mno,Level 3,1
TRL_mno,Level 3,1
TRL_mno,Level 1,1
TRL_mno,Level 2,1
TRL_mno,Level 4,1
TRL_mno,Level 2,1
TRL_mno,Level 1,0
TRL_mno,Level 1,1
TRL_mno,Level 2,1
TRL_mno,Level 4,1
TRL_mno,Level 3,1
TRL_mno,Level 3,1
TRL_mno,Level 3,1
TRL_987,Level 3,0
TRL_987,Level 4,1
TRL_987,Level 4,0
TRL_987,Level 4,1
TRL_987,Level 3,1
TRL_987,Level 1,1
TRL_987,Level 3,1
TRL_987,Level 1,1
TRL_987,Level 1,1
TRL_987,Level 2,1
TRL_987,Level 4,1
TRL_987,Level 4,1
TRL_987,Level 1,1
TRL_987,Level 3,0
TRL_987,Level 2,1
TRL_987,Level 4,0
TRL_987,Level 3,1
TRL_987,Level 3,1
TRL_987,Level 1,1
TRL_987,Level 1,1
TRL_987,Level 2,1
TRL_987,Level 4,1
TRL_987,Level 3,0
TRL_987,Level 1,1
TRL_987,Level 4,1
TRL_987,Level 4,1
TRL_987,Level 3,0
TRL_987,Level 3,0
TRL_987,Level 3,1
TRL_987,Level 3,1
TRL_987,Level 4,1
TRL_987,Level 1,1
TRL_987,Level 4,1
TRL_987,Level 4,0
TRL_987,Level 1,1
TRL_987,Level 1,1
TRL_987,Level 3,1
TRL_987,Level 2,1
TRL_987,Level 3,1
TRL_987,Level 3,1
TRL_987,Level 3,1
TRL_987,Level 4,1
TRL_987,Level 4,1
TRL_987,Level 4,1
TRL_987,Level 2,1
TRL_987,Level 4,1
TRL_987,Level 2,1
TRL_987,Level 1,1
TRL_987,Level 1,1
TRL_987,Level 4,0
TRL_987,Level 1,1
TRL_987,Level 4,1
TRL_987,Level 2,1
TRL_987,Level 2,1
TRL_987,Level 2,1
TRL_987,Level 3,1
TRL_987,Level 4,1
TRL_987,Level 3,1
TRL_987,Level 2,1
TRL_987,Level 2,0
TRL_987,Level 2,1
TRL_987,Level 2,1
TRL_987,Level 3,1
TRL_987,Level 3,1
TRL_987,Level 4,1
TRL_987,Level 1,1
TRL_987,Level 4,0
TRL_987,Level 4,1
TRL_987,Level 3,1
TRL_987,Level 4,0
TRL_987,Level 4,1
TRL_987,Level 2,1
TRL_987,Level 4,1
TRL_987,Level 3,1
TRL_987,Level 4,1
TRL_987,Level 2,1
TRL_987,Level 4,0
TRL_987,Level 3,0
TRL_987,Level 1,1
TRL_987,Level 3,0
TRL_987,Level 2,1
TRL_mda,Level 4,1
TRL_mda,Level 1,0
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 2,1
TRL_mda,Level 2,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
